start	end	text
4555260	4556360	à des logiciels libres
4556360	4557400	en les soutenant
4557400	4558080	financièrement
4558080	4559220	même d'investissement
4559220	4560560	plutôt que de continuer
4560560	4562400	à payer des abonnements
4562400	4562820	et des GAFA
4562820	4564600	même si c'est pas facile
4564600	4570200	Bon allez
4570200	4570560	est-ce qu'il y a
4570560	4570980	une dernière
4570980	4572340	dernière question
4572340	4573120	dernière intervention
4573120	4575060	et il sera l'heure
4575060	4575520	de se quitter
4575520	4578860	Ouais du coup
4578860	4579300	je rebondis
4579300	4579900	sur le commentaire
4579900	4580400	de Mathieu
4580400	4582180	qui parle de code lutin
4582180	4582780	et effectivement
4582780	4584100	ça rejoint un peu
4584100	4585020	la question de Alexandra
4585020	4586480	sur qu'est-ce qu'on peut faire
4586480	4587100	en tant qu'entreprise
4587100	4588120	pour soutenir
4588120	4588680	tout ça
4588680	4589760	et code lutin
4589760	4591620	c'est un regroupement
4591620	4593320	je sais pas exactement
4593320	4594400	c'est un regroupement
4594400	4596620	je me sens que c'est
4596620	4597340	un regroupement
4597340	4598900	de plusieurs boîtes
4598900	4601540	qui en gros mettent
4601540	4602240	je sais plus
4602240	4602780	c'est un truc comme
4602780	4604120	2% de leurs bénéfices
4604120	4604740	tous les ans
4604740	4605020	pour
4605020	4608160	qui sont reversés
4608160	4609220	Ouais
4609220	4610080	c'est le réseau libre
4610080	4610620	entreprise
4610620	4611700	Ouais
4611700	4612860	c'est le réseau libre
4612860	4613320	entreprise
4613320	4614860	qui est un ensemble
4614860	4616100	de plein de scopes
4616100	4617420	et autres sociétés
4617420	4617980	différentes
4617980	4618900	comme par exemple
4618900	4619400	Neryd
4619400	4621300	et voilà
4621300	4621880	et comme du terme
4621880	4623080	c'est une entité
4623080	4623560	juridique
4623560	4624220	qu'on soit
4624220	4624600	je crois
4624600	4626240	c'est tout comme bêtise
4626240	4627900	et c'est le réseau
4627900	4628280	qui s'appelle
4628280	4629400	libre entreprise
4629400	4631560	et du coup
4631560	4632060	tous les ans
4632060	4633980	il y a des projets
4633980	4634920	qui peuvent demander
4634920	4636040	un petit bout
4636040	4636540	de subvention
4636540	4636940	en gros
4636940	4638520	à ce réseau là
4638520	4638940	et du coup
4638940	4639580	il y a une enveloppe
4639580	4640280	de souvent
4640280	4641120	c'est genre 10 000 euros
4641120	4641360	je crois
4641360	4642080	qui est répartie
4642080	4642620	entre les
4642620	4644000	entre les différents
4644000	4644420	projets
4644420	4645600	et ces 10 000 euros
4645600	4646040	ils viennent
4646040	4646780	en gros
4646780	4647540	des 2%
4647540	4650700	des bénéfices
4650700	4652300	des entreprises
4652300	4652960	qui sont derrière
4652960	4653680	du coup
4653680	4654340	c'est une forme
4654340	4656340	de ruissellement
4656340	4657500	de ruissellement
4657500	4658280	sur le salaire
4658280	4658880	on peut dire
4658880	4665980	ok
4665980	4666540	bon
4666540	4667640	on va s'arrêter là
4667640	4669160	il est 13h50
4669160	4670740	merci encore une fois
4670740	4671120	Alex
4671120	4672640	c'était super
4672640	4674300	d'avoir accepté
4674300	4674840	de répondre
4674840	4676000	à la première présentation
4676000	4677300	qu'avait faite Vincent
4677300	4678140	merci encore
4678140	4679120	à Vincent
4679120	4679700	d'avoir posé
4679700	4681280	ce sujet là
4681280	4681480	aussi
4681480	4682240	du logiciel libre
4682240	4683620	ça se répondait bien
4683620	4684160	je pense que
4684160	4685500	rien que là
4685500	4687140	en 2 lundis
4687140	4687460	comme ça
4687460	4688640	on commence à construire
4688640	4690900	un peu de savoir collectif
4690900	4691600	et personnel
4691600	4693240	sur le logiciel libre
4693240	4693920	qui dépasse
4693920	4695840	les seuls techniciens
4695840	4697200	et techniciennes
4697200	4697600	comme vous
4697600	4699320	donc merci beaucoup
4699320	4700020	et puis peut-être
4700020	4701860	que c'est un fil rouge
4701860	4702360	qu'on va pouvoir
4702360	4703760	continuer à tirer
4703760	4704540	sur les 80 minutes
4704540	4705260	de la coopération
4705260	4706020	s'il y a des gens
4706020	4706800	qui ont envie d'en parler
4706800	4707720	d'autres personnes
4707720	4708880	par exemple
4708880	4709120	Paul
4709120	4709460	s'il y a envie
4709460	4710860	de venir témoigner
4710860	4711500	de ce que vous avez fait
4711500	4712440	à Copcycle
4712440	4713980	de parler un petit peu
4713980	4714820	de ce qui s'est fait
4714820	4716760	ça peut être intéressant
4716760	4717420	et cool
4717420	4719780	mais d'ici là
4719780	4721540	on se retrouve
4721540	4722300	le mois prochain
4722300	4724840	je crois que j'ai la date
4724840	4725360	quelque part
4725360	4726000	je vous la communique
4726000	4726440	vite fait
4726440	4728060	c'est il me semble
4728060	4728940	le 13 novembre
4728940	4729880	il y aura encore
4729880	4730720	les 80 minutes
4730720	4732020	on sera plus sur le sujet
4732020	4732840	du logiciel libre
4732840	4735200	on sera sur les enjeux
4735200	4736320	écologiques et sociaux
4736320	4737060	du bien vivre
4737060	4738280	et on reçoit
4738280	4738920	une personne
4738920	4739840	que vous connaissez peut-être
4739840	4740740	qui est Patrick Vivray
4740740	4742300	qui est un philosophe
4742300	4743920	alter mondialiste
4743920	4744800	c'est connu
4744800	4746360	qui est aussi
4746360	4747280	au conseil d'état
4747280	4747940	la cour des comptes
4747940	4748420	je sais plus
4748420	4749860	et voilà
4749860	4750580	qui viendra nous parler
4750580	4751360	de ce concept
4751360	4752040	du bien vivre
4752040	4755840	qu'il a pas mal utilisé
4755840	4756820	en France
4756820	4758520	et voilà
4758520	4759400	ça sera le même format
4759400	4760280	le 13 novembre
4760280	4761280	sur ce sujet là
4761280	4763740	et du coup
4763740	4764380	à bientôt
4764380	4766660	ça marche
4766660	4767720	à plus
4767720	4768940	salut
4768940	4770340	merci
4770340	4770600	merci encore
4770600	4771180	Alexandre
4771180	4772180	Merci.
